dutyName,dutyTel3,hpid,hv10,hv11,hv17,hv18,hv2,hv28,hv29,hv3,hv30,hv31,hv36,hv42,hv5,hv7,hvamyn,hvangioayn,hvcrrtayn,hvctayn,hvec,hvecmoayn,hvgc,hvhypoayn,hvidate,hvincuayn,hvmriayn,hvncc,hvoc,hvoxyayn,hvs01,hvs02,hvs03,hvs04,hvs05,hvs06,hvs07,hvs08,hvs19,hvs22,hvs26,hvs27,hvs28,hvs29,hvs30,hvs31,hvs32,hvs33,hvs34,hvs35,hvs37,hvs38,hvs50,hvs51,hvventiayn,hvventisoayn,phpid,rnum,hv35,hv40,hvicc,hvs17,hvs18,hvs24,hv26,hv41,hvs25,hvs58,query_sido,query_sigungu,hv27,hvs59,hv24,hv25,hv38,hv39,hv6,hv60,hv61,hv9,hvs12,hvs14,hvs21,hvs23,hvs56,hvs57,hvs60,hvs61,hv43,hvs36,hv13,hv14,hvcc,hvs11,hvs46,hvs47,hv32,hv34,hvs09,hvs15,hv16,hv19,hv21,hv22,hv23,hvs49,hvs52,hvs53,hvs54,hvs55,hvccc,hvs16,hv15,hv33,hv37,hvs10,hvs20,hvs48
부민병원,02-2620-0119,A1100036,,Y,,,,,1,,,,,Y,Y,Y,Y,Y,Y,Y,9,Y,41,N1,20260526115554,Y,Y,,1,N1,10,,1,,,,,,,7,1,3,3,1,22,,1,2,1,,,282,,,Y,N1,A1100036,2,1,,0,14,1,,,0,3,,서울특별시,강서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인서울효천의료재단에이치플러스양지병원,070-4665-9119,A1100041,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,4,Y,48,Y,20260526120012,N1,Y,,3,N1,18,,1,2,,,,,,7,,2,3,3,23,,,4,1,1,,301,,,Y,N1,A1100041,1,1,,1,20,1,,,2,3,,서울특별시,관악구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
건국대학교병원,02-2030-5555,A1100002,Y,Y,,,2,4,1,10,2,,,Y,Y,Y,Y,Y,Y,Y,7,Y,183,Y,20260526115759,Y,Y,0,6,N1,20,4,1,2,,24,25,16,,21,2,4,4,5,45,7,18,7,3,14,,678,,,Y,Y,A1100002,1,1,5,,,1,14,,0,3,,서울특별시,광진구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
혜민병원,02-2049-9119,A1100051,,,,,,,1,,,,,,Y,,Y,N1,Y,Y,9,N1,36,N1,20260526115549,N1,Y,,3,N1,9,,1,,,,,,,5,,2,2,,16,,,2,,,,205,,,Y,N1,A1100051,2,,,10,19,,,,,,,서울특별시,광진구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고려대학교의과대학부속구로병원,02-2626-1550,A1100014,Y,Y,,,0,3,,0,,1,0,Y,Y,Y,Y,Y,Y,Y,-3,Y,27,Y,20260526115504,Y,Y,-1,6,N1,29,3,,,20,20,10,23,30,24,2,6,6,4,98,11,35,15,10,3,,778,,,Y,Y,A1100014,1,0,6,7,35,10,18,,4,4,,서울특별시,구로구,,,,,,,,,,,,,,,,,,,,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,
구로성심병원,02-2067-1515,A1100026,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,2,N1,56,N1,20260526115907,N1,Y,,2,N1,9,,,1,,,,,,3,,1,1,,5,,,,,,,191,,,Y,N1,A1100026,2,,,3,11,,,,,,,서울특별시,구로구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
희명병원,02-809-0122,A1100049,,,,,,,,,1,,,,Y,,Y,N1,Y,Y,6,Y,117,N1,20260526115820,N1,Y,,2,N1,10,,,1,,,,,,4,,1,1,,9,,,1,1,,,228,,,Y,N1,A1100049,1,,,5,19,,,,,,,서울특별시,금천구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인제대학교상계백병원,02-950-1119,A1100016,Y,Y,,,0,,1,0,2,,,Y,Y,Y,Y,Y,Y,Y,0,Y,93,Y,20260526115914,Y,Y,5,8,N1,16,,1,2,,19,18,15,,13,2,3,2,3,36,10,25,10,3,1,,390,,,Y,Y,A1100016,1,1,3,,,4,5,,1,2,,서울특별시,노원구,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
노원을지대학교병원,02-970-8282,A1100048,Y,Y,,,0,,1,7,4,,,Y,Y,Y,Y,Y,Y,Y,10,Y,233,N1,20260526115602,Y,Y,3,6,N1,17,,1,4,,16,16,10,,11,3,2,2,2,26,8,19,3,1,,,479,,,Y,Y,A1100048,2,2,4,,,2,21,,1,1,,서울특별시,노원구,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국원자력의학원원자력병원,02-970-2620,A1100027,,Y,,,,,1,,0,,,Y,Y,Y,Y,Y,Y,Y,5,N1,244,N1,20260526115911,Y,Y,,6,N1,9,,1,1,,,,,,10,1,4,2,1,16,,2,1,,,,444,,,Y,N1,A1100027,3,1,,7,10,1,,,1,1,,서울특별시,노원구,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인한전의료재단한일병원,02-901-3119,A1100020,N,N,,,,2,2,,2,,,,Y,Y,Y,Y,Y,Y,3,N1,74,Y,20260526120005,N,Y,,7,Y,21,2,2,2,,,,,,8,,2,1,1,25,1,4,2,,4,2,392,,,Y,N,A1100020,1,0,,2,23,1,,,3,5,,서울특별시,도봉구,,,,,,,,,,,,,,,,,,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경희대학교병원,02-958-8114,A1100001,Y,Y,,,,3,2,,3,,0,Y,Y,Y,Y,Y,Y,Y,3,Y,188,Y,20260526115932,Y,Y,0,8,N1,15,3,2,3,,,,14,4,16,3,3,3,5,48,6,12,8,3,2,,653,,,Y,Y,A1100001,1,,4,17,73,,20,,8,9,,서울특별시,동대문구,,,,,,,6,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삼육서울병원,02-2210-3566,A1100021,,N,,,,,1,,1,,,Y,Y,Y,Y,Y,Y,Y,13,Y,84,Y,20260526115551,N,Y,4,4,Y,13,,1,2,,,,4,,5,2,1,1,2,20,,4,5,2,1,1,392,,,Y,N1,A1100021,2,1,,2,17,1,,,4,4,,서울특별시,동대문구,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시동부병원,02-920-9119,A1100022,,Y,,,,,1,,1,,,Y,Y,,Y,N1,Y,Y,8,N1,38,N1,20260526120020,Y,Y,,2,N1,8,,1,1,,,,,,3,1,1,1,,7,,1,1,,,,192,,,Y,N1,A1100022,3,0,,0,8,1,,,,,,서울특별시,동대문구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울성심병원,02-966-1616,A1100050,,,,,,,1,,1,,,,Y,,Y,N1,N1,Y,12,N1,83,N1,20260526115803,N1,Y,,5,N1,17,,1,2,,,,,,6,,1,1,,11,,,,,,,208,,,Y,N1,A1100050,4,,,8,10,,,,,,,서울특별시,동대문구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시보라매병원,02-870-2119,A1100040,Y,Y,,,2,2,1,7,1,,,Y,Y,Y,Y,Y,Y,Y,16,Y,239,Y,20260526120000,Y,Y,6,1,N1,31,3,2,1,,15,16,14,,14,4,6,3,5,48,14,13,5,9,2,,695,,,Y,Y,A1100040,1,2,-1,,,4,14,,2,3,,서울특별시,동작구,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,
중앙대학교병원,02-6299-1338,A1100003,Y,Y,,,2,4,1,2,2,,,Y,Y,Y,Y,Y,Y,Y,8,Y,143,Y,20260526120010,Y,Y,7,6,N1,18,4,1,2,,22,17,25,,16,2,4,3,4,41,7,15,9,4,11,,631,,,Y,Y,A1100003,2,0,8,1,12,2,26,,1,2,,서울특별시,동작구,,,,4,,,,,,,,,,,,4,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,
연세대학교의과대학세브란스병원,02-2227-7777,A1100007,Y,Y,,,1,1,1,13,3,,,Y,Y,Y,Y,Y,Y,Y,-5,Y,194,Y,20260526115855,Y,Y,10,11,N1,39,8,1,3,,29,32,52,,38,8,17,16,17,185,41,61,22,14,8,,1883,,,Y,Y,A1100007,1,4,8,14,18,8,29,,2,30,,서울특별시,서대문구,,,,,,,1,,,,29,,,,,,,,Y,1,,,1,10,,,6,8,22,23,1,,,,,1,,,,,0,16,1,2,3,2,6,1
의료법인동신의료재단동신병원,02-396-9161,A1100025,N,N,,,,,,,1,,,N,Y,N,Y,N,Y,Y,9,N,50,N,20260526115805,N,Y,,3,N,9,,,1,,,,,,3,0,1,1,0,7,0,0,1,0,0,0,196,,,Y,N,A1100025,2,,,1,9,,,,,,,서울특별시,서대문구,,,,,,,,,,,,,,,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학교법인가톨릭학원가톨릭대학교서울성모병원,02-2258-2370,A1100012,Y,Y,,,5,5,,18,,,,Y,Y,Y,Y,Y,Y,Y,-13,Y,292,Y,20260526120016,Y,Y,7,12,N1,28,7,,,,22,22,50,,32,2,9,10,8,80,40,39,11,9,4,,1059,,,Y,Y,A1100012,1,10,12,1,5,18,35,,4,10,,서울특별시,서초구,,,,,,,6,,,,19,,,,,,,,,,1,2,,,1,5,2,6,3,10,0,,,,,1,,,,,7,8,1,1,2,2,6,1
기쁨병원,02-570-1212,A1122033,,,,,,,,,1,,,,Y,Y,Y,Y,N1,Y,2,N1,60,N1,20260526115939,N1,Y,,8,N1,4,,,1,,,,,,8,,2,2,1,1,,,,,,,110,,,Y,N1,A1122033,2,,,,,,,,,,,서울특별시,서초구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한양대학교병원,02-2290-8284,A1100013,Y,Y,2,0,3,0,,3,,7,12,Y,Y,Y,Y,Y,Y,Y,12,Y,219,Y,20260526115801,Y,Y,4,10,Y,20,3,,,22,12,13,25,30,16,1,3,2,3,69,10,20,11,4,3,1,670,2,5,Y,Y,A1100013,1,2,1,0,0,2,16,,1,2,,서울특별시,성동구,,,,,,,,,,,,,,,,,,,,,4,1,,,4,8,,,,,,,,,,,,,,,,,,,,,,
학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),02-920-5374,A1100008,Y,Y,0,,0,4,,5,,0,13,Y,Y,Y,Y,Y,Y,Y,2,Y,67,Y,20260526115619,Y,Y,0,6,N1,30,4,,,14,16,19,17,30,25,4,7,6,8,84,14,20,11,8,7,,777,6,,Y,Y,A1100008,1,0,1,,,6,10,,0,3,,서울특별시,성북구,,,,,,,,,,,,,,,,,,,,,0,1,,,2,7,,0,,9,,,,,,,,,,,,,,,,,,
재단법인아산사회복지재단서울아산병원,02-3010-3333,A1100009,Y,Y,1,0,3,3,1,13,7,1,,Y,Y,Y,Y,Y,Y,Y,-6,Y,411,Y,20260526115815,Y,Y,10,4,Y,36,11,1,22,2,24,36,61,,74,8,21,15,17,190,33,49,30,14,5,1,2118,1,6,Y,Y,A1100009,1,9,1,4,9,45,20,,7,8,,서울특별시,송파구,,,,,,,2,,,,12,,,,,,,,,,,,7,13,,,0,0,26,12,1,,,,,1,,,,,1,12,1,2,3,2,6,2
경찰병원,02-3400-1300,A1100039,,,,,,,1,,,,,,Y,,Y,N1,Y,Y,2,N1,133,N1,20260526120003,N1,Y,,6,N1,3,,1,,,,,,,7,,2,3,,10,,,2,,,,187,,,Y,N1,A1100039,2,2,,14,14,2,,,2,2,,서울특별시,송파구,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이화여자대학교의과대학부속목동병원,02-2650-5911,A1100005,Y,Y,1,1,0,8,2,4,3,9,11,Y,Y,Y,Y,Y,Y,Y,8,Y,38,Y,20260526115945,Y,Y,10,1,N1,19,8,2,4,19,10,13,28,32,13,2,4,4,4,58,10,34,9,3,5,,526,1,1,Y,Y,A1100005,1,0,4,,,4,10,,1,9,,서울특별시,양천구,,,,,,,8,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
홍익병원,02-2600-0777,A1100019,,,,,,,,,1,,,,Y,Y,Y,Y,N,Y,7,N1,62,N1,20260526120010,N1,Y,,1,N1,9,,,1,,,,,,4,,4,2,2,7,,,1,,,,251,,,Y,N1,A1100019,2,0,,6,14,1,,,1,1,,서울특별시,양천구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시서남병원,02-6300-9129,A1100223,,,,,,,1,,0,,,,Y,,Y,N1,Y,Y,1,Y,40,N1,20260526120001,N1,Y,,2,N1,6,,1,1,,,,,,4,,1,1,,16,,,1,1,,,275,,,Y,N1,A1100223,3,1,,4,17,1,,0,4,4,0,서울특별시,양천구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가톨릭대학교여의도성모병원,02-3779-1199,A1100011,,,,,3,,1,3,3,,,Y,Y,Y,Y,Y,Y,Y,9,Y,69,Y,20260526120015,N1,Y,,10,N1,15,,1,4,,11,9,,,13,2,2,2,2,23,,,5,2,2,,330,,,Y,N1,A1100011,1,0,,,,1,,,1,1,,서울특별시,영등포구,,,,,,,6,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한림대학교강남성심병원,02-829-5119,A1100055,Y,Y,,,0,2,1,5,2,,,Y,Y,Y,Y,Y,Y,Y,13,Y,169,Y,20260526115753,Y,Y,3,8,N1,22,2,1,2,,21,25,12,,14,3,3,3,2,50,21,22,13,3,2,,496,,,Y,Y,A1100055,2,3,,,,7,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성애의료재단성애병원,02-840-7115,A1100054,Y,Y,,,,,1,,4,,,Y,Y,Y,Y,Y,Y,Y,7,N1,50,N1,20260526115917,Y,Y,2,3,N1,15,,1,4,,,,4,,5,2,2,2,1,8,5,14,2,,,,252,,,Y,Y,A1100054,3,0,,3,19,1,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
명지성모병원,02-829-7800,A1100024,,,,,,,1,,1,,,,Y,Y,Y,Y,N1,Y,8,N1,63,N1,20260526120027,N1,Y,,3,N1,8,,1,1,,,,,,3,,1,3,2,7,,,,,,,212,,,Y,N1,A1100024,4,1,,9,12,1,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대림성모병원,02-829-9129,A1100037,,,,,,,,,2,,,,Y,,Y,N1,N1,Y,7,N1,49,N1,20260526115550,N1,Y,,1,N1,8,,,2,,,,,,4,,1,1,,1,,,,,,,131,,,Y,N1,A1100037,5,,,,,,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
씨엠병원,070-4698-7811,A1100045,,,,,,,,,,,,,,,Y,N1,N1,N1,9,N1,52,N1,20260526114500,N1,N1,,4,N1,10,,,,,,,,,5,,,,,,,,,,,,133,,,N1,N1,A1100045,6,,,,,,,,,,,서울특별시,영등포구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순천향대학교부속서울병원,02-709-9117,A1100004,Y,Y,,,,4,1,,2,,,Y,Y,Y,Y,Y,Y,Y,12,Y,150,Y,20260526115723,Y,Y,1,2,N1,20,4,1,2,,,,13,,13,3,3,3,4,51,8,15,14,5,3,,600,,,Y,Y,A1100004,1,3,3,9,45,10,21,,2,4,,서울특별시,용산구,0,0,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,
가톨릭대학교은평성모병원,02-1811-7755,A1121013,Y,Y,,,4,7,2,2,1,,,Y,Y,Y,Y,Y,Y,Y,4,Y,242,Y,20260526120017,Y,Y,10,9,N1,24,8,2,2,,16,9,19,,19,1,4,3,5,46,19,22,10,5,20,,651,,,Y,Y,A1121013,1,1,,,,4,,,1,5,,서울특별시,은평구,,,,,,,2,,,,13,,,,,,,,,,,,,,,,,0,,12,,,,,,,,,,,,,,,,,,
의료법인청구성심병원,02-383-0129,A1100023,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,35,N1,20260526115659,N1,Y,,2,N1,10,,,1,,,,,,3,,1,1,,4,,,,,,,196,,,Y,N1,A1100023,2,,,1,6,,,,,,,서울특별시,은평구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울대학교병원,02-2072-2475,A1100017,Y,Y,0,0,2,5,1,8,4,14,19,Y,Y,Y,Y,Y,Y,Y,-12,Y,107,Y,20260526120009,Y,Y,9,17,N1,24,10,2,4,17,10,18,40,30,53,4,13,13,14,160,19,46,22,9,3,,1365,2,1,Y,Y,A1100017,1,13,4,,,28,41,,5,7,,서울특별시,종로구,,,,2,,,4,,,,5,,,,,8,,,Y,1,,,7,10,,,7,3,22,8,1,,,0,0,1,,,0,0,1,10,1,0,6,2,6,1
강북삼성병원,02-2001-1000,A1100006,Y,Y,,,,2,1,2,2,,,Y,Y,Y,Y,Y,Y,Y,-4,Y,76,Y,20260526120025,Y,Y,1,5,N1,15,2,1,2,,,4,7,,16,1,3,3,5,47,9,11,5,5,2,,528,,,Y,Y,A1100006,2,4,6,4,24,5,18,,2,3,,서울특별시,종로구,,,,,,,2,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,
서울적십자병원,02-2002-8888,A1100029,,,,,,,1,,,,,,Y,,Y,N1,Y,Y,6,N1,98,N1,20260526115900,N1,Y,,6,N1,10,,1,,,,,,,6,,1,1,,11,,,2,,,,260,,,Y,N1,A1100029,3,,,4,12,,,,,,,서울특별시,종로구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세란병원,02-737-0181,A1100032,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,9,N1,60,N1,20260526115946,N1,Y,,10,N1,10,,,1,,,,,,13,,3,5,,3,,,,,,,205,,,Y,N1,A1100032,4,,,,,,,,,,,서울특별시,종로구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국립중앙의료원,02-2276-2114,A1100052,N,Y,,,,3,2,0,3,1,0,Y,Y,Y,Y,Y,Y,Y,11,Y,0,Y,20260526115804,Y,Y,,7,N1,15,3,2,3,6,,0,,0,7,1,1,1,1,37,2,5,3,3,1,,256,,,Y,N,A1100052,1,2,,9,13,2,,0,10,12,0,서울특별시,중구,0,0,,0,0,2,,0,6,0,,20,50,2,,0,2,6,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,
서울특별시서울의료원,02-2276-7000,A1100035,Y,Y,2,0,1,2,2,,2,8,12,Y,Y,Y,Y,Y,Y,Y,3,Y,108,Y,20260526120001,Y,Y,0,6,Y,19,3,2,3,14,7,,3,30,10,4,4,3,3,65,5,12,7,2,4,2,461,2,4,Y,Y,A1100035,1,,15,0,5,,30,,5,5,,서울특별시,중랑구,,,,,,,1,,,,6,,,,,,,,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인풍산의료재단동부제일병원,02-490-8880,A1100075,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,67,N1,20260526115547,N1,Y,,1,N1,7,,,1,,,,,,2,,1,1,,3,,,,,,,124,,,Y,N1,A1100075,2,,,,,,,,,,,서울특별시,중랑구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
녹색병원,02-490-2113,A1100044,,,,,,,1,,4,,,Y,Y,,Y,N1,Y,Y,0,N1,108,N1,20260526120002,N1,Y,,2,N1,5,,1,4,,,,,,3,1,2,1,,22,,,1,,,,293,,,Y,N1,A1100044,3,2,,7,17,3,,,0,3,,서울특별시,중랑구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세종충남대학교병원,044-995-3010,A1800441,Y,Y,,,,3,1,,2,,,Y,Y,Y,Y,Y,Y,Y,1,Y,92,Y,20260526115900,Y,Y,-5,5,N1,17,6,1,2,,,,15,,8,3,2,2,3,29,7,15,5,3,2,,272,,,Y,Y,A1800441,1,2,,9,11,2,,,2,4,,세종특별자치시,보듬7로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,1,2,5,2,6,1
의료법인 영제 의료재단 엔케이세종병원,044-850-7705,A1800417,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,124,N1,20260526115919,N1,Y,,1,N1,10,,,1,,,,,,3,,1,1,,1,,,,,,,200,,,Y,N1,A1800417,1,,,,,,,,,,,세종특별자치시,한누리대로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인정안의료재단중앙병원,052-226-1119,A1700028,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,14,N1,78,N1,20260526120016,N1,Y,,7,N1,17,,1,2,,,,,,8,,2,2,2,7,,,2,,,,339,,,Y,N1,A1700028,1,0,,1,20,2,,,1,1,,울산광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
울산병원,052-259-5119,A1700003,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,13,Y,61,Y,20260526120002,N1,Y,,3,Y,19,,1,2,,,,,,4,,2,2,3,11,,,4,1,2,2,346,,,Y,N1,A1700003,2,0,,10,19,1,,,,,,울산광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인은성의료재단좋은삼정병원,052-220-7600,A1700011,,,,,,,,,1,,,,Y,Y,Y,Y,Y,Y,4,N1,49,N1,20260526115812,N1,Y,,4,N1,9,,,1,,,,,,8,,2,2,1,5,,,1,,,,283,,,Y,N1,A1700011,3,1,,1,14,1,,,0,1,,울산광역시,남구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학교법인울산공업학원울산대학교병원,052-250-7000,A1700004,Y,Y,,0,5,8,0,10,0,2,14,Y,Y,Y,Y,Y,Y,Y,-9,Y,159,Y,20260526120029,Y,Y,3,9,N1,21,8,0,0,12,13,16,26,36,20,5,7,5,6,83,14,27,17,8,4,,725,,8,Y,Y,A1700004,1,5,2,2,8,8,20,,0,0,,울산광역시,동구,,,,5,8,2,,2,1,18,,20,42,2,,5,2,6,,,1,3,,,3,3,,0,,6,,,,,4,,,,,4,2,2,,,,,,
의료법인송은의료재단울산시티병원,052-280-9119,A1700025,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,14,N1,24,N1,20260526120007,N1,Y,,1,N1,17,,1,2,,,,,,8,,2,2,2,17,,,4,,,,350,,,Y,N1,A1700025,1,1,,10,26,3,,,,,,울산광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울산보람병원,052-255-7119,A1700001,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,5,N1,87,N1,20260526115957,N1,Y,,2,N1,10,,,1,,,,,,3,,1,1,,1,,,,,,,213,,,Y,N1,A1700001,1,,,,,,,,,,,울산광역시,울주군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인동강의료재단동강병원,052-241-1190,A1700002,,,,,1,,1,0,2,,,,Y,Y,Y,Y,Y,Y,18,Y,132,N1,20260526115842,N1,Y,,4,N1,24,,1,2,,14,9,,,8,,3,2,3,25,,,7,3,,,513,,,Y,N1,A1700002,1,0,,,,1,,,1,2,,울산광역시,중구,,,,,,,,,,,,,,,,,,,Y,1,,,,,,,,2,,13,,,,,,,,,,,,,,,,,,
비에스종합병원,032-290-0119,A1403617,,Y,,,,,1,,,,,Y,Y,Y,Y,Y,Y,Y,9,N1,89,N1,20260526115941,Y,N1,0,2,N1,10,,1,,,,,1,,2,1,1,,1,6,,1,1,,,,180,,,Y,N1,A1403617,1,0,,4,18,1,,,,,,인천광역시,강화군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천세종병원,032-240-8119,A1403372,,,,,,,3,,,,,,Y,Y,Y,Y,Y,Y,3,Y,34,Y,20260526120011,N1,Y,,4,N1,18,,3,,,,,,,7,,2,2,3,13,,,4,5,1,,277,,,Y,N1,A1403372,1,2,,3,22,2,,,2,6,,인천광역시,계양구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인인성의료재단한림병원,032-540-9119,A1400014,,,,,,,2,,2,,,Y,Y,Y,Y,Y,Y,Y,11,Y,51,N1,20260526115524,N1,Y,,3,N1,17,,2,2,,,,,,6,1,3,2,2,20,,,3,3,,,391,,,Y,N1,A1400014,2,2,,3,21,2,,,1,2,,인천광역시,계양구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 길의료재단 길병원,032-460-3012,A1400001,Y,Y,,1,11,9,,2,,5,21,Y,Y,Y,Y,Y,Y,Y,-2,Y,387,Y,20260526120035,Y,Y,3,9,Y,23,9,,,18,38,11,30,30,28,3,6,6,7,101,13,30,15,9,5,1,995,,2,Y,Y,A1400001,1,7,8,,,11,18,,13,13,,인천광역시,남동구,,,,2,9,0,3,1,6,5,14,20,47,2,,3,2,6,,,2,0,,,2,3,,1,,6,1,,,,,1,,,,,1,4,1,2,5,2,6,1
인천힘찬종합병원,032-459-3168,A1403871,,,,,,,1,,2,,,,Y,,Y,N1,N1,Y,13,N1,65,N1,20260526115616,N1,Y,,5,N1,17,,1,2,,,,,,7,,2,2,,1,,,,,,,235,,,Y,N1,A1403871,2,0,,4,9,1,,,,,,인천광역시,남동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 길의료재단 길병원,032-460-3012,A1400001,Y,Y,,1,11,9,,2,,5,21,Y,Y,Y,Y,Y,Y,Y,-2,Y,387,Y,20260526120035,Y,Y,3,9,Y,23,9,,,18,38,11,30,30,28,3,6,6,7,101,13,30,15,9,5,1,995,,2,Y,Y,A1400001,1,7,8,,,11,18,,13,13,,인천광역시,동구,,,,2,9,0,3,1,6,5,14,20,47,2,,3,2,6,,,2,0,,,2,3,,1,,6,1,,,,,1,,,,,1,4,1,2,5,2,6,1
인천힘찬종합병원,032-459-3168,A1403871,,,,,,,1,,2,,,,Y,,Y,N1,N1,Y,13,N1,65,N1,20260526115616,N1,Y,,5,N1,17,,1,2,,,,,,7,,2,2,,1,,,,,,,235,,,Y,N1,A1403871,2,0,,4,9,1,,,,,,인천광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천광역시의료원,032-580-6119,A1400017,,,,,,,2,,,,,,Y,,Y,N1,N1,Y,13,N1,36,N1,20260526115502,N1,Y,,6,N1,15,,2,,,,,,,6,,1,1,,19,,,,,,,198,,,Y,N1,A1400017,3,0,25,6,13,0,45,,7,7,,인천광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
