realtime_hospital_name,realtime_emergency_tel,hpid,pediatric_ventilator_status,incubator_status,avail_er_dedicated_icu_negative_pressure,avail_er_dedicated_icu_general_isolation,avail_icu_internal_medicine,avail_pediatric_beds,avail_er_negative_pressure_isolation_beds,avail_icu_surgery,avail_er_general_isolation_beds,avail_er_dedicated_icu,avail_er_dedicated_inpatient_beds,delivery_room_status,ct_status,angio_status,available_ambulance_yn,available_angio_yn,available_crrt_yn,available_ct_yn,avail_er_general_beds,available_ecmo_yn,avail_inpatient_general_beds,available_targeted_temperature_management_yn,realtime_updated_at,available_incubator_yn,available_mri_yn,avail_icu_neonatal,avail_operating_rooms,available_hyperbaric_oxygen_yn,standard_er_general_beds,standard_pediatric_beds,standard_er_negative_pressure_isolation_beds,standard_er_general_isolation_beds,standard_er_dedicated_icu,standard_icu_internal_medicine,standard_icu_surgery,standard_icu_neonatal,standard_er_dedicated_inpatient_beds,standard_operating_rooms,standard_delivery_rooms,standard_ct,standard_mri,standard_angio,standard_ventilator_general,standard_ventilator_premature,standard_incubator,standard_crrt,standard_ecmo,standard_targeted_temperature_management,standard_hyperbaric_oxygen,standard_inpatient_general_beds,standard_er_dedicated_icu_negative_pressure,standard_er_dedicated_icu_general_isolation,available_ventilator_yn,available_ventilator_premature_yn,old_hpid,avail_icu_negative_pressure_isolation,avail_psychiatric_closed_ward_beds,avail_icu_general,standard_icu_general,standard_icu_negative_pressure_isolation,standard_psychiatric_closed_ward_beds,avail_infection_moderate_beds,avail_inpatient_negative_pressure_isolation,standard_inpatient_negative_pressure_isolation,standard_infection_moderate_beds,query_sido,query_sigungu,avail_cohort_isolation,standard_cohort_isolation,avail_infection_severe_beds,avail_infection_semi_severe_beds,avail_trauma_dedicated_inpatient_beds,avail_trauma_dedicated_operating_rooms,avail_icu_neurosurgery,avail_trauma_resuscitation_room,avail_trauma_patient_care_area,avail_icu_trauma,standard_icu_neurosurgery,standard_icu_trauma,standard_trauma_dedicated_inpatient_beds,standard_trauma_dedicated_operating_rooms,standard_infection_severe_beds,standard_infection_semi_severe_beds,standard_trauma_resuscitation_room,standard_trauma_patient_care_area,avail_burn_treatment_room,standard_burn_treatment_room,avail_isolation_negative_pressure_area_beds,avail_isolation_general_area_beds,avail_icu_neurology,standard_icu_neurology,standard_isolation_negative_pressure_area_beds,standard_isolation_general_area_beds,avail_icu_pediatric,avail_icu_cardiology,standard_icu_pediatric,standard_icu_cardiology,avail_pediatric_general_isolation,avail_er_dedicated_inpatient_negative_pressure,avail_er_dedicated_inpatient_general_isolation,avail_infectious_disease_icu_beds,avail_infectious_disease_icu_negative_pressure_beds,standard_pediatric_general_isolation,standard_er_dedicated_inpatient_negative_pressure,standard_er_dedicated_inpatient_general_isolation,standard_infectious_disease_icu_beds,standard_infectious_disease_icu_negative_pressure_beds,avail_icu_thoracic_surgery,standard_icu_thoracic_surgery,avail_pediatric_negative_pressure_isolation,avail_er_dedicated_pediatric_icu,avail_er_dedicated_pediatric_inpatient_beds,standard_er_dedicated_pediatric_icu,standard_er_dedicated_pediatric_inpatient_beds,standard_pediatric_negative_pressure_isolation,collected_at
대구파티마병원,053-940-7119,A1300009,Y,Y,,,6.0,1.0,2.0,2.0,4.0,,,Y,Y,Y,Y,Y,Y,Y,5,Y,215.0,Y,20260523193500,Y,Y,2.0,7.0,N1,25.0,5.0,2.0,5.0,,17.0,10.0,10.0,,8.0,2.0,4.0,3.0,4.0,33.0,11.0,18.0,5.0,1.0,1.0,,502.0,,,Y,Y,A1300009,3.0,,,,7.0,,,,,,대구광역시,동구,,,,,,,2.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
강남종합병원,053-980-9018,A1300018,,,,,,,1.0,,,,,,Y,,Y,N1,N1,Y,11,N1,59.0,N1,20260523193429,N1,Y,,7.0,N1,15.0,,1.0,,,,,,,7.0,,2.0,2.0,,2.0,,,,,,,207.0,,,Y,N1,A1300018,,,,,,,,1.0,1.0,,대구광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
칠곡경북대학교병원,053-200-2100,A1300010,Y,Y,,,7.0,-1.0,1.0,9.0,2.0,,0.0,Y,Y,Y,Y,Y,Y,Y,13,Y,301.0,Y,20260523193306,Y,Y,20.0,19.0,N1,23.0,7.0,1.0,3.0,,10.0,14.0,39.0,0.0,19.0,2.0,8.0,5.0,8.0,52.0,9.0,27.0,9.0,3.0,1.0,,762.0,,,Y,Y,A1300010,2.0,12.0,,,2.0,20.0,,13.0,13.0,,대구광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,10.0,,1.0,,,,,1.0,,,,,,,1.0,1.0,6.0,2.0,8.0,1.0,2026-05-23 19:35:48
대구가톨릭대학교칠곡가톨릭병원,053-320-2111,A1300005,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,3,N1,63.0,N1,20260523193513,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,2.0,2.0,,1.0,,,,,,,161.0,,,Y,N1,A1300005,,,,,,,,,,,대구광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
계명대학교동산병원,053-258-6306,A1300003,Y,Y,,,2.0,,2.0,1.0,1.0,,7.0,Y,Y,Y,Y,Y,Y,Y,3,Y,293.0,Y,20260523193335,Y,Y,1.0,23.0,Y,23.0,,2.0,1.0,,14.0,13.0,39.0,20.0,24.0,6.0,6.0,5.0,7.0,56.0,13.0,37.0,9.0,4.0,14.0,2.0,778.0,,,Y,Y,A1300003,0.0,0.0,5.0,10.0,1.0,0.0,,2.0,7.0,,대구광역시,서구,,,,,,,5.0,,,,15.0,,,,,,,,,1.0,,,3.0,8.0,,,0.0,,7.0,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인구의료재단구병원,053-557-7119,A1300006,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,8,N1,65.0,N1,20260523193433,N1,Y,,7.0,N1,10.0,,,1.0,,,,,,9.0,,3.0,1.0,,3.0,,,,,,,235.0,,,Y,N1,A1300006,1.0,,6.0,18.0,1.0,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
더블유병원,053-550-5019,A1300110,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,0,N1,108.0,N1,20260523193258,N1,N,,8.0,Y,10.0,,,1.0,,,,,,8.0,,1.0,1.0,,1.0,,,,,,8.0,431.0,,,Y,N1,A1300110,,,,,,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
한국보훈복지의료공단대구보훈병원,053-630-7014,A1300011,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,N1,Y,10,N1,65.0,N1,20260523193247,N1,Y,,6.0,N1,12.0,,1.0,1.0,,,,,,6.0,,1.0,3.0,2.0,9.0,,,,,,,415.0,,,Y,N1,A1300011,1.0,,5.0,13.0,1.0,,,0.0,1.0,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
삼일병원,053-659-3119,A1300045,,,,,,,1.0,,,,,,Y,Y,Y,Y,N1,Y,9,N1,69.0,N1,20260523193505,N1,N,,3.0,N1,14.0,,1.0,,,,,,,4.0,,3.0,2.0,1.0,3.0,,,,,,,299.0,,,Y,N1,A1300045,,,,,,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
나사렛종합병원,053-643-3119,A1300038,,,,,,,,,1.0,,,,Y,Y,Y,Y,Y,Y,0,N1,40.0,N1,20260523193403,N1,Y,,5.0,N1,9.0,,,1.0,,,,,,5.0,,2.0,2.0,2.0,5.0,,,1.0,,,,231.0,,,Y,N1,A1300038,0.0,,4.0,28.0,1.0,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,2.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
대구굿모닝병원,053-620-9119,A1300076,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,N1,Y,9,N1,67.0,N1,20260523193455,N1,Y,,4.0,N1,17.0,,1.0,1.0,,,,,,4.0,,2.0,4.0,2.0,13.0,,,,,,,226.0,,,Y,N1,A1300076,1.0,,3.0,26.0,1.0,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
대구의료원,053-560-7288,A1300007,,Y,,,,,1.0,,1.0,,,Y,Y,,Y,N1,N1,Y,18,N1,39.0,N1,20260523193502,Y,Y,,4.0,N1,18.0,,1.0,1.0,,,,,,4.0,1.0,1.0,1.0,,13.0,,4.0,,,,,254.0,,,Y,N1,A1300007,1.0,0.0,7.0,18.0,1.0,82.0,,2.0,3.0,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
(재)미리내천주성삼성직수도회천주성삼병원,053-790-0555,A1300081,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,5,N1,24.0,N1,20260523193501,N1,Y,,4.0,N1,9.0,,,1.0,,,,,,4.0,,1.0,2.0,,4.0,,,,,,,294.0,,,Y,N1,A1300081,,,,,,,,,,,대구광역시,수성구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
경북대학교병원,053-200-5100,A1300002,Y,Y,,,2.0,4.0,,6.0,,9.0,32.0,Y,Y,Y,Y,Y,Y,Y,18,Y,229.0,Y,20260523193205,Y,Y,-7.0,17.0,N1,25.0,4.0,,,20.0,7.0,7.0,15.0,44.0,17.0,2.0,5.0,5.0,5.0,82.0,8.0,11.0,11.0,9.0,5.0,,582.0,,,Y,Y,A1300002,,7.0,,,,20.0,,2.0,5.0,,대구광역시,중구,,,,,14.0,2.0,3.0,2.0,3.0,1.0,7.0,20.0,40.0,2.0,,,2.0,6.0,,,2.0,3.0,2.0,6.0,2.0,3.0,,1.0,,10.0,,,,,,,,,,,6.0,11.0,,,,,,,2026-05-23 19:35:48
곽병원,053-605-3333,A1300008,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,8,N1,49.0,N1,20260523193440,N1,Y,,4.0,N1,10.0,,,2.0,,,,,,4.0,,1.0,1.0,,2.0,,,,,,,221.0,,,Y,N1,A1300008,,,,,,,,,,,대구광역시,중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
계명대학교대구동산병원,053-250-8481,A1303386,,,,,,,1.0,,1.0,,,N,Y,Y,Y,Y,Y,Y,11,N1,53.0,N,20260523193522,N1,Y,,3.0,N1,12.0,,1.0,1.0,,,,,,3.0,0.0,2.0,1.0,1.0,6.0,,,6.0,,0.0,,196.0,,,Y,N1,A1303386,0.0,,3.0,7.0,5.0,,,,,,대구광역시,중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
대전보훈병원,042-939-0100,A1600004,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,N1,Y,7,N1,80.0,N1,20260523193226,N1,Y,,5.0,N1,7.0,,1.0,1.0,,,,,,5.0,,1.0,3.0,1.0,11.0,,,,,,,316.0,,,Y,N1,A1600004,1.0,,2.0,10.0,1.0,,,0.0,1.0,,대전광역시,대덕구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
대전한국병원,042-606-1119,A1600003,,Y,,,,,1.0,,,,,Y,Y,Y,Y,Y,Y,Y,5,N1,54.0,N1,20260523193502,Y,Y,,4.0,N1,9.0,,1.0,,,,,,,4.0,4.0,2.0,2.0,2.0,6.0,,1.0,1.0,,,,241.0,,,Y,N1,A1600003,,,2.0,12.0,,,,,,,대전광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
학교법인건양교육재단건양대학교병원,042-600-9119,A1600006,Y,Y,1.0,1.0,,1.0,2.0,,2.0,10.0,9.0,Y,Y,Y,Y,Y,Y,Y,12,Y,367.0,Y,20260523193324,Y,Y,3.0,20.0,Y,24.0,5.0,2.0,3.0,16.0,,,24.0,28.0,20.0,2.0,4.0,4.0,4.0,46.0,17.0,23.0,10.0,3.0,1.0,1.0,658.0,1.0,3.0,Y,Y,A1600006,3.0,11.0,28.0,59.0,5.0,20.0,0.0,0.0,1.0,0.0,대전광역시,서구,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,4.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,,,,,,,,,2026-05-23 19:35:48
학교법인을지학원대전을지대학교병원,042-259-1119,A1600002,Y,Y,,,3.0,,2.0,4.0,1.0,,,Y,Y,Y,Y,Y,Y,Y,18,Y,110.0,Y,20260523193500,Y,Y,15.0,14.0,N1,21.0,,2.0,1.0,,20.0,20.0,20.0,,15.0,16.0,4.0,2.0,4.0,70.0,12.0,47.0,7.0,3.0,3.0,,331.0,,,Y,Y,A1600002,0.0,6.0,,,11.0,20.0,0.0,,,30.0,대전광역시,서구,3.0,3.0,0.0,0.0,6.0,2.0,,2.0,3.0,6.0,,20.0,40.0,2.0,0.0,0.0,2.0,6.0,,,,,,,,,,3.0,,5.0,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,2026-05-23 19:35:48
대청병원,042-589-0119,A1602246,,,,,,,,,1.0,,,,Y,,Y,N1,Y,Y,8,N1,111.0,N1,20260523193507,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,2.0,1.0,,10.0,,,1.0,,,,245.0,,,Y,N1,A1602246,,,0.0,17.0,,,,,,,대전광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인영훈의료재단유성선병원,042-609-1119,A1600007,,,,,,,2.0,,1.0,,,Y,Y,Y,Y,Y,Y,Y,11,Y,125.0,N1,20260523193456,N1,Y,,-2.0,N1,17.0,,2.0,1.0,,,,,,7.0,1.0,3.0,2.0,2.0,16.0,,,2.0,1.0,,,368.0,,,Y,N1,A1600007,1.0,,5.0,19.0,1.0,,,1.0,1.0,,대전광역시,유성구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
충남대학교병원,042-280-8129,A1600001,Y,Y,,,4.0,2.0,2.0,5.0,3.0,6.0,22.0,Y,Y,Y,Y,Y,Y,Y,-3,Y,245.0,Y,20260523193500,Y,Y,6.0,21.0,N1,28.0,6.0,2.0,3.0,20.0,16.0,14.0,34.0,30.0,21.0,5.0,5.0,4.0,5.0,76.0,12.0,36.0,6.0,8.0,2.0,,949.0,,,Y,Y,A1600001,8.0,14.0,0.0,12.0,8.0,26.0,,9.0,14.0,,대전광역시,중구,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,1.0,4.0,5.0,10.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
학교법인가톨릭학원가톨릭대학교대전성모병원,042-220-9118,A1600005,Y,Y,,,3.0,,2.0,2.0,,,,Y,Y,Y,Y,Y,Y,Y,10,Y,189.0,N1,20260523193509,Y,Y,4.0,12.0,N1,19.0,,3.0,,,15.0,3.0,4.0,,12.0,1.0,3.0,2.0,4.0,24.0,5.0,7.0,5.0,2.0,,,537.0,,,Y,Y,A1600005,0.0,,,,1.0,,,1.0,4.0,,대전광역시,중구,,,,,,,1.0,,,,9.0,,,,,,,,,,,,0.0,3.0,,,,2.0,,3.0,,,,,,,,,,,0.0,2.0,,,,,,,2026-05-23 19:35:48
의료법인영훈의료재단대전선병원,042-220-8129,A1600008,,,,,,,1.0,,3.0,,,Y,Y,Y,Y,Y,Y,Y,11,N1,79.0,N1,20260523193418,N1,Y,,7.0,N1,17.0,,1.0,3.0,,,,,,7.0,1.0,2.0,2.0,2.0,11.0,,,3.0,,,,311.0,,,Y,N1,A1600008,0.0,,6.0,24.0,1.0,,,0.0,1.0,,대전광역시,중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
(의)서일의료재단기장병원,051-723-2119,A1200028,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,4,N1,25.0,N1,20260523193506,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,154.0,,,Y,N1,A1200028,,,,,,,,,,,부산광역시,기장군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
동남권원자력의학원원자력병원,051-720-5911,A1200015,,,,,,,1.0,,,,,,Y,Y,Y,Y,Y,Y,6,Y,120.0,N1,20260523193404,N1,Y,,8.0,N1,9.0,,1.0,,,,,,,8.0,,2.0,2.0,2.0,13.0,,,1.0,1.0,,,261.0,,,Y,N1,A1200015,,,10.0,12.0,,,,,,,부산광역시,기장군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
부산성모병원(재단법인 천주교부산교구유지재단),051-933-7119,A1200013,Y,Y,,,,4.0,1.0,,,,,,Y,,Y,N1,Y,Y,2,N1,81.0,N1,20260523193309,Y,Y,3.0,7.0,N1,10.0,4.0,1.0,,,,,10.0,,7.0,,1.0,1.0,,6.0,14.0,13.0,1.0,,,,373.0,,,Y,Y,A1200013,2.0,,7.0,18.0,2.0,,,1.0,2.0,,부산광역시,남구,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
좋은문화병원,051-630-0909,A1200026,Y,Y,,,,2.0,1.0,,2.0,,,Y,Y,,Y,N1,N1,Y,2,N1,54.0,N1,20260523193409,Y,Y,4.0,0.0,Y,7.0,2.0,1.0,2.0,,,,12.0,,8.0,8.0,2.0,2.0,,3.0,6.0,17.0,,,,1.0,270.0,,,Y,Y,A1200026,,,2.0,8.0,,,,2.0,2.0,,부산광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인정화의료재단 봉생기념병원,051-664-4119,A1200017,,,,,6.0,,,5.0,1.0,,,,Y,Y,Y,Y,Y,Y,9,N1,84.0,N1,20260523192841,N1,Y,,8.0,N1,9.0,,,2.0,,11.0,11.0,,,8.0,,1.0,2.0,2.0,11.0,,,4.0,,,,335.0,,,Y,N1,A1200017,,14.0,,,,31.0,,1.0,1.0,,부산광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
대동병원,051-550-9391,A1200018,,,,,,2.0,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,11,N1,88.0,N1,20260523193403,N1,Y,,6.0,N1,15.0,3.0,1.0,2.0,,,,,,6.0,,2.0,1.0,1.0,10.0,,,1.0,,,,401.0,,,Y,N1,A1200018,1.0,,5.0,21.0,1.0,,,0.0,1.0,,부산광역시,동래구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
동래봉생병원,051-520-5700,A1200011,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,Y,Y,3,N1,99.0,N1,20260523193358,N1,Y,,7.0,N1,8.0,,1.0,1.0,,,,,,7.0,,1.0,2.0,2.0,11.0,,,1.0,,,,241.0,,,Y,N1,A1200011,2.0,,7.0,18.0,2.0,,,,,,부산광역시,동래구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 광혜의료재단 광혜병원,051-504-2119,A1200009,,,,,,,2.0,,1.0,,,,Y,,Y,N1,N1,Y,4,N1,66.0,N1,20260523193425,N1,Y,,3.0,N1,9.0,,2.0,1.0,,,,,,3.0,,1.0,1.0,,4.0,,,,,,,190.0,,,Y,N1,A1200009,,,4.0,9.0,,,,1.0,1.0,,부산광역시,동래구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 온그룹의료재단 온병원,051-607-0139,A1200020,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,9,N1,161.0,N1,20260523193037,N1,Y,,9.0,Y,20.0,,1.0,2.0,,,,,,9.0,,4.0,2.0,2.0,7.0,,,1.0,,,1.0,584.0,,,Y,N1,A1200020,0.0,1.0,11.0,23.0,1.0,1.0,,4.0,6.0,,부산광역시,부산진구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
인제대학교부산백병원,051-890-5995,A1200001,Y,Y,,,3.0,,0.0,1.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,28,Y,222.0,Y,20260523193112,Y,Y,2.0,17.0,Y,32.0,,1.0,2.0,,19.0,18.0,35.0,,17.0,4.0,5.0,3.0,6.0,68.0,19.0,38.0,17.0,4.0,7.0,2.0,691.0,,,Y,Y,A1200001,0.0,8.0,4.0,4.0,1.0,20.0,,2.0,8.0,,부산광역시,부산진구,,,,,,,0.0,,,,12.0,,,,,,,,,,,,,,,,,2.0,,6.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
학교법인)동의병원,051-850-8777,A1200019,,,,,,,,,1.0,,,,Y,Y,Y,Y,Y,Y,13,Y,121.0,N1,20260523193500,N1,Y,,1.0,N1,14.0,,,1.0,,,,,,5.0,,2.0,2.0,2.0,7.0,,,2.0,1.0,,,448.0,,,Y,N1,A1200019,,,18.0,23.0,,,,,,,부산광역시,부산진구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
학교법인 춘해병원,051-608-0119,A1200025,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,9,N1,96.0,N1,20260523193250,N1,Y,,4.0,N1,9.0,,,1.0,,,,,,4.0,,1.0,1.0,,3.0,,,,,,,201.0,,,Y,N1,A1200025,,,,,,,,,,,부산광역시,부산진구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
구포성심병원,051-330-2090,A1200045,,,,,,,,,1.0,,,,Y,Y,Y,Y,N1,Y,5,N1,51.0,N1,20260523193212,N1,Y,,4.0,N1,9.0,,,1.0,,,,,,4.0,,1.0,1.0,1.0,4.0,,,,,,,243.0,,,Y,N1,A1200045,,,,,,,,,,,부산광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 인당의료재단 부민병원,051-330-3129,A1200006,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,Y,Y,9,N1,35.0,N1,20260523193103,N1,Y,,8.0,N1,10.0,,1.0,1.0,,,,,,8.0,,2.0,3.0,1.0,7.0,,,1.0,,,,366.0,,,Y,N1,A1200006,0.0,,0.0,18.0,1.0,,,,,,부산광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 은성의료재단 좋은삼선병원,051-310-9119,A1200005,,,,,,1.0,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,5,N1,53.0,N1,20260523193502,N1,Y,,7.0,N1,13.0,1.0,1.0,2.0,,,,,,7.0,,2.0,2.0,2.0,11.0,,,1.0,,,,375.0,,,Y,N1,A1200005,0.0,,2.0,19.0,2.0,,,2.0,2.0,,부산광역시,사상구,3.0,3.0,,,,,0.0,,,,5.0,,,,,,,,,,,,,,,,,0.0,,4.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
한국보훈복지의료공단 부산보훈병원,051-601-6183,A1200016,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,N1,Y,10,N1,49.0,N1,20260523193338,N1,Y,,7.0,N1,11.0,,1.0,1.0,,,,,,7.0,,2.0,3.0,2.0,11.0,,,,,,,452.0,,,Y,N1,A1200016,1.0,,5.0,9.0,1.0,,,,,,부산광역시,사상구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
동아대학교병원,051-240-5300,A1200003,Y,Y,,1.0,,3.0,,,,6.0,11.0,Y,Y,Y,Y,Y,Y,Y,15,Y,234.0,Y,20260523193210,Y,Y,0.0,17.0,N1,19.0,3.0,,,16.0,,,20.0,30.0,18.0,4.0,5.0,3.0,4.0,76.0,11.0,30.0,16.0,4.0,4.0,,714.0,,4.0,Y,Y,A1200003,3.0,11.0,6.0,18.0,6.0,18.0,,0.0,3.0,,부산광역시,서구,,,,,,,1.0,,,,13.0,,,,,,,,,,2.0,3.0,4.0,8.0,2.0,3.0,,0.0,,11.0,,1.0,,,,,1.0,,,,6.0,7.0,,,,,,,2026-05-23 19:35:48
고신대학교복음병원,051-990-6200,A1200004,Y,Y,,,1.0,,,5.0,,,,Y,Y,Y,Y,Y,Y,Y,21,Y,193.0,Y,20260523193342,Y,Y,16.0,13.0,Y,24.0,,,,,13.0,8.0,18.0,,13.0,7.0,3.0,3.0,5.0,53.0,13.0,19.0,14.0,3.0,1.0,1.0,655.0,,,Y,Y,A1200004,3.0,13.0,,,5.0,14.0,,0.0,1.0,,부산광역시,서구,,,,,,,5.0,,,,15.0,,,,,,,,,,1.0,4.0,2.0,5.0,1.0,4.0,,4.0,,16.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
부산대학교병원,051-240-7776,A1200002,Y,Y,1.0,,2.0,3.0,1.0,,2.0,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,14,Y,476.0,Y,20260523193500,Y,Y,2.0,26.0,N,17.0,3.0,1.0,2.0,12.0,10.0,,20.0,0.0,26.0,12.0,9.0,6.0,10.0,100.0,17.0,17.0,21.0,9.0,21.0,1.0,901.0,2.0,,Y,Y,A1200002,2.0,2.0,14.0,24.0,4.0,19.0,0.0,2.0,10.0,0.0,부산광역시,서구,,,0.0,0.0,24.0,2.0,0.0,2.0,12.0,11.0,0.0,42.0,82.0,2.0,0.0,0.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
삼육부산병원,051-600-7750,A1200021,,Y,,,,,1.0,,,,,Y,Y,Y,Y,Y,Y,Y,6,Y,10.0,N1,20260523193253,Y,Y,,,N1,9.0,,1.0,,,,,,,,1.0,2.0,1.0,1.0,9.0,,1.0,2.0,1.0,,,302.0,,,Y,N1,A1200021,1.0,,0.0,14.0,1.0,,,,,,부산광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
