hpid,old_hpid_x,hospital_name,dutyAddr,sido,sigungu,emergency_type_code,emergency_type_name,tel_main,emergency_tel,lat,lon,realtime_hospital_name,realtime_emergency_tel,pediatric_ventilator_status,incubator_status,avail_er_dedicated_icu_negative_pressure,avail_er_dedicated_icu_general_isolation,avail_icu_internal_medicine,avail_pediatric_beds,avail_er_negative_pressure_isolation_beds,avail_icu_surgery,avail_er_general_isolation_beds,avail_er_dedicated_icu,avail_er_dedicated_inpatient_beds,delivery_room_status,ct_status,angio_status,available_ambulance_yn,available_angio_yn,available_crrt_yn,available_ct_yn,avail_er_general_beds,available_ecmo_yn,avail_inpatient_general_beds,available_targeted_temperature_management_yn,realtime_updated_at,available_incubator_yn,available_mri_yn,avail_icu_neonatal,avail_operating_rooms,available_hyperbaric_oxygen_yn,standard_er_general_beds,standard_pediatric_beds,standard_er_negative_pressure_isolation_beds,standard_er_general_isolation_beds,standard_er_dedicated_icu,standard_icu_internal_medicine,standard_icu_surgery,standard_icu_neonatal,standard_er_dedicated_inpatient_beds,standard_operating_rooms,standard_delivery_rooms,standard_ct,standard_mri,standard_angio,standard_ventilator_general,standard_ventilator_premature,standard_incubator,standard_crrt,standard_ecmo,standard_targeted_temperature_management,standard_hyperbaric_oxygen,standard_inpatient_general_beds,standard_er_dedicated_icu_negative_pressure,standard_er_dedicated_icu_general_isolation,available_ventilator_yn,available_ventilator_premature_yn,old_hpid_y,avail_icu_negative_pressure_isolation,avail_psychiatric_closed_ward_beds,avail_icu_general,standard_icu_general,standard_icu_negative_pressure_isolation,standard_psychiatric_closed_ward_beds,avail_infection_moderate_beds,avail_inpatient_negative_pressure_isolation,standard_inpatient_negative_pressure_isolation,standard_infection_moderate_beds,query_sido,query_sigungu,avail_cohort_isolation,standard_cohort_isolation,avail_infection_severe_beds,avail_infection_semi_severe_beds,avail_trauma_dedicated_inpatient_beds,avail_trauma_dedicated_operating_rooms,avail_icu_neurosurgery,avail_trauma_resuscitation_room,avail_trauma_patient_care_area,avail_icu_trauma,standard_icu_neurosurgery,standard_icu_trauma,standard_trauma_dedicated_inpatient_beds,standard_trauma_dedicated_operating_rooms,standard_infection_severe_beds,standard_infection_semi_severe_beds,standard_trauma_resuscitation_room,standard_trauma_patient_care_area,avail_burn_treatment_room,standard_burn_treatment_room,avail_isolation_negative_pressure_area_beds,avail_isolation_general_area_beds,avail_icu_neurology,standard_icu_neurology,standard_isolation_negative_pressure_area_beds,standard_isolation_general_area_beds,avail_icu_pediatric,avail_icu_cardiology,standard_icu_pediatric,standard_icu_cardiology,avail_pediatric_general_isolation,avail_er_dedicated_inpatient_negative_pressure,avail_er_dedicated_inpatient_general_isolation,avail_infectious_disease_icu_beds,avail_infectious_disease_icu_negative_pressure_beds,standard_pediatric_general_isolation,standard_er_dedicated_inpatient_negative_pressure,standard_er_dedicated_inpatient_general_isolation,standard_infectious_disease_icu_beds,standard_infectious_disease_icu_negative_pressure_beds,avail_icu_thoracic_surgery,standard_icu_thoracic_surgery,avail_pediatric_negative_pressure_isolation,avail_er_dedicated_pediatric_icu,avail_er_dedicated_pediatric_inpatient_beds,standard_er_dedicated_pediatric_icu,standard_er_dedicated_pediatric_inpatient_beds,standard_pediatric_negative_pressure_isolation,collected_at,severe_hospital_name,severe_myocardial_infarction_reperfusion_yn,severe_infant_intussusception_obstruction_yn,severe_adult_gi_emergency_endoscopy_yn,severe_infant_gi_emergency_endoscopy_yn,severe_adult_bronchial_emergency_endoscopy_yn,severe_infant_bronchial_emergency_endoscopy_yn,severe_low_birth_weight_infant_intensive_care_yn,severe_obstetric_delivery_yn,severe_obstetric_surgery_yn,severe_gynecologic_surgery_yn,severe_burn_specialized_treatment_yn,severe_cerebral_infarction_reperfusion_yn,severe_finger_toe_replantation_yn,severe_other_limb_replantation_yn,severe_emergency_dialysis_hd_yn,severe_emergency_dialysis_crrt_yn,severe_psychiatric_emergency_closed_ward_yn,severe_ophthalmic_emergency_surgery_yn,severe_adult_interventional_radiology_yn,severe_infant_interventional_radiology_yn,severe_er_gatekeeper_yn,severe_subarachnoid_hemorrhage_surgery_yn,severe_other_cerebral_hemorrhage_surgery_yn,severe_thoracic_aortic_emergency_yn,severe_abdominal_aortic_emergency_yn,severe_gallbladder_disease_yn,severe_biliary_tract_disease_yn,severe_nontraumatic_abdominal_emergency_surgery_yn,severe_infant_intussusception_obstruction_msg,severe_infant_gi_emergency_endoscopy_msg,severe_low_birth_weight_infant_msg,severe_infant_interventional_radiology_msg,query_sido_severe,query_sigungu_severe,severe_infant_bronchial_emergency_endoscopy_msg,severe_collected_at
A1300005,A1300005,대구가톨릭대학교칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440 (읍내동),대구광역시,북구,G007,지역응급의료기관,053-320-2500,053-320-2111,35.934879518784534,128.54925198548904,대구가톨릭대학교칠곡가톨릭병원,053-320-2111,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,3.0,N1,63.0,N1,20260523193513,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,2.0,2.0,,1.0,,,,,,,161.0,,,Y,N1,A1300005,,,,,,,,,,,대구광역시,북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,대구가톨릭대학교칠곡가톨릭병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,대구광역시,북구,,2026-05-23 19:35:48
A1300009,A1300009,대구파티마병원,대구광역시 동구 아양로 99 (신암동),대구광역시,동구,G006,지역응급의료센터,053-1688-7770,053-940-7119,35.88393360650045,128.62383509209542,대구파티마병원,053-940-7119,Y,Y,,,6.0,1.0,2.0,2.0,4.0,,,Y,Y,Y,Y,Y,Y,Y,5.0,Y,215.0,Y,20260523193500,Y,Y,2.0,7.0,N1,25.0,5.0,2.0,5.0,,17.0,10.0,10.0,,8.0,2.0,4.0,3.0,4.0,33.0,11.0,18.0,5.0,1.0,1.0,,502.0,,,Y,Y,A1300009,3.0,,,,7.0,,,,,,대구광역시,동구,,,,,,,2.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,대구파티마병원,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,N,N,N,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,대구광역시,동구,,2026-05-23 19:35:48
A1300018,A1300018,강남종합병원,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",대구광역시,동구,G007,지역응급의료기관,053-980-9000,053-980-9018,35.88300855242191,128.66345602650745,강남종합병원,053-980-9018,,,,,,,1.0,,,,,,Y,,Y,N1,N1,Y,11.0,N1,59.0,N1,20260523193429,N1,Y,,7.0,N1,15.0,,1.0,,,,,,,7.0,,2.0,2.0,,2.0,,,,,,,207.0,,,Y,N1,A1300018,,,,,,,,1.0,1.0,,대구광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,강남종합병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,대구광역시,동구,,2026-05-23 19:35:48
A1300033,A1300033,의료법인백천의료재단바로본병원,대구광역시 동구 국채보상로 769 (신천동),대구광역시,동구,G009,응급실운영신고기관,1644-8575,053-721-8549,35.86845464452633,128.61518371219722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1303449,A1303449,행복한 병원,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",대구광역시,달성군,G009,응급실운영신고기관,053-210-8000,053-210-8082,35.69330550768229,128.47043956090056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1300038,A1300038,나사렛종합병원,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",대구광역시,달서구,G007,지역응급의료기관,053-643-1400,053-643-3119,35.8147002604042,128.525094795643,나사렛종합병원,053-643-3119,,,,,,,,,1.0,,,,Y,Y,Y,Y,Y,Y,0.0,N1,40.0,N1,20260523193403,N1,Y,,5.0,N1,9.0,,,1.0,,,,,,5.0,,2.0,2.0,2.0,5.0,,,1.0,,,,231.0,,,Y,N1,A1300038,0.0,,4.0,28.0,1.0,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,2.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,나사렛종합병원,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,대구광역시,서구,,2026-05-23 19:35:48
A1300045,A1300045,삼일병원,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",대구광역시,달서구,G007,지역응급의료기관,053-659-3100,053-659-3119,35.8327479530047,128.5538551132049,삼일병원,053-659-3119,,,,,,,1.0,,,,,,Y,Y,Y,Y,N1,Y,9.0,N1,69.0,N1,20260523193505,N1,N,,3.0,N1,14.0,,1.0,,,,,,,4.0,,3.0,2.0,1.0,3.0,,,,,,,299.0,,,Y,N1,A1300045,,,,,,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,삼일병원,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,대구광역시,서구,,2026-05-23 19:35:48
A1300011,A1300011,한국보훈복지의료공단대구보훈병원,대구광역시 달서구 월곡로 60 (도원동),대구광역시,달서구,G007,지역응급의료기관,053-630-7000,053-630-7014,35.80313747018647,128.55164640976287,한국보훈복지의료공단대구보훈병원,053-630-7014,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,N1,Y,10.0,N1,65.0,N1,20260523193247,N1,Y,,6.0,N1,12.0,,1.0,1.0,,,,,,6.0,,1.0,3.0,2.0,9.0,,,,,,,415.0,,,Y,N1,A1300011,1.0,,5.0,13.0,1.0,,,0.0,1.0,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,한국보훈복지의료공단대구보훈병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,대구광역시,서구,,2026-05-23 19:35:48
A1300110,A1300110,더블유병원,"대구광역시 달서구 달구벌대로 1632, 더블유병원 (감삼동)",대구광역시,달서구,G007,지역응급의료기관,053-550-5000,053-550-5019,35.85264247289801,128.54496871658273,더블유병원,053-550-5019,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,0.0,N1,108.0,N1,20260523193258,N1,N,,8.0,Y,10.0,,,1.0,,,,,,8.0,,1.0,1.0,,1.0,,,,,,8.0,431.0,,,Y,N1,A1300110,,,,,,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,더블유병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,대구광역시,서구,,2026-05-23 19:35:48
A1300003,A1300003,계명대학교동산병원,대구광역시 달서구 달구벌대로 1035 (신당동),대구광역시,달서구,G006,지역응급의료센터,053-1577-6622,053-258-6306,35.85388728949212,128.48012966656532,계명대학교동산병원,053-258-6306,Y,Y,,,2.0,,2.0,1.0,1.0,,7.0,Y,Y,Y,Y,Y,Y,Y,3.0,Y,293.0,Y,20260523193335,Y,Y,1.0,23.0,Y,23.0,,2.0,1.0,,14.0,13.0,39.0,20.0,24.0,6.0,6.0,5.0,7.0,56.0,13.0,37.0,9.0,4.0,14.0,2.0,778.0,,,Y,Y,A1300003,0.0,0.0,5.0,10.0,1.0,0.0,,2.0,7.0,,대구광역시,서구,,,,,,,5.0,,,,15.0,,,,,,,,,1.0,,,3.0,8.0,,,0.0,,7.0,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,계명대학교동산병원,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,대구광역시,서구,,2026-05-23 19:35:48
A1300006,A1300006,의료법인구의료재단구병원,대구광역시 달서구 감삼북길 141 (감삼동),대구광역시,달서구,G007,지역응급의료기관,053-560-9114,053-557-7119,35.85082313699737,128.54148303217696,의료법인구의료재단구병원,053-557-7119,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,8.0,N1,65.0,N1,20260523193433,N1,Y,,7.0,N1,10.0,,,1.0,,,,,,9.0,,3.0,1.0,,3.0,,,,,,,235.0,,,Y,N1,A1300006,1.0,,6.0,18.0,1.0,,,,,,대구광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인구의료재단구병원,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,대구광역시,서구,,2026-05-23 19:35:48
A1300001,A1300001,영남대학교병원,대구광역시 남구 현충로 170 (대명동),대구광역시,남구,G001,권역응급의료센터,053-623-8001,053-620-3177,35.84750592025217,128.58513118547506,영남대학교병원,053-620-3177,Y,Y,1.0,3.0,2.0,3.0,2.0,7.0,3.0,6.0,20.0,Y,Y,Y,Y,Y,Y,Y,19.0,Y,238.0,Y,20260523193237,Y,Y,5.0,22.0,Y,28.0,3.0,2.0,3.0,21.0,10.0,15.0,15.0,30.0,23.0,2.0,4.0,4.0,4.0,75.0,5.0,11.0,8.0,5.0,5.0,1.0,704.0,1.0,3.0,Y,Y,A1300001,7.0,12.0,,,13.0,20.0,,5.0,7.0,,대구광역시,남구,,,,,,,10.0,,,,14.0,,,,,,,,,,,0.0,,,,0.0,,0.0,,7.0,,,0.0,,,,,0.0,,,,,,,,,,,2026-05-23 19:35:48,영남대학교병원,Y,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,,,,,대구광역시,남구,,2026-05-23 19:35:48
A1300004,A1300004,대구가톨릭대학교병원,대구광역시 남구 두류공원로17길 33 (대명동),대구광역시,남구,G006,지역응급의료센터,053-650-3000,053-650-3000,35.843065593522674,128.56742621424615,대구가톨릭대학교병원,053-650-3000,Y,Y,,,0.0,,1.0,5.0,3.0,,,Y,Y,Y,Y,Y,Y,Y,6.0,Y,313.0,Y,20260523193412,Y,Y,7.0,19.0,N1,24.0,,1.0,3.0,,15.0,25.0,42.0,,19.0,2.0,3.0,3.0,5.0,58.0,20.0,32.0,8.0,3.0,4.0,,704.0,,,Y,Y,A1300004,3.0,4.0,0.0,0.0,6.0,20.0,,3.0,9.0,,대구광역시,남구,,,,,,,4.0,,,,16.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,대구가톨릭대학교병원,Y,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,대구광역시,남구,,2026-05-23 19:35:48
A1304119,A1304119,대구예스병원,"대구광역시 남구 대명로 186, 지하1, 지상2~7층 (대명동)",대구광역시,남구,G009,응급실운영신고기관,053-264-9100,053-264-9100,35.8390085913899,128.578413878887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1300034,A1300034,드림종합병원,대구광역시 남구 대명로 153 (대명동),대구광역시,남구,G007,지역응급의료기관,053-640-8800,053-640-8575,35.8396345121582,128.5743546304414,드림종합병원,053-640-8575,,,,,,,,,1.0,,,,Y,Y,Y,Y,Y,Y,5.0,Y,75.0,N1,20260523193318,N1,N,,3.0,N1,8.0,,,1.0,,,,,,3.0,,2.0,1.0,1.0,2.0,,,1.0,1.0,,,183.0,,,Y,N1,A1300034,,,,,,,,,,,대구광역시,남구,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,드림종합병원,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,대구광역시,남구,,2026-05-23 19:35:48
A1403699,A1403699,(의)성세의료재단 영종국제병원,"인천광역시 중구 하늘별빛로65번길 7-9, 3,4층 (중산동)",인천광역시,중구,G009,응급실운영신고기관,032-721-3003,032-721-3003,37.48847125467195,126.56466845237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1400002,A1400002,인하대학교의과대학부속병원,"인천광역시 중구 인항로 27-0 (신흥동3가,인하대학병원)",인천광역시,중구,G001,권역응급의료센터,032-890-2114,032-890-2301,37.4584235016321,126.631868269228,인하대학교의과대학부속병원,032-890-2301,Y,Y,,,10.0,4.0,2.0,1.0,2.0,8.0,12.0,Y,Y,Y,Y,Y,Y,Y,3.0,Y,206.0,Y,20260523193408,Y,Y,1.0,16.0,Y,20.0,7.0,2.0,5.0,20.0,25.0,13.0,26.0,30.0,16.0,4.0,6.0,3.0,5.0,109.0,17.0,27.0,13.0,9.0,7.0,2.0,681.0,,,Y,Y,A1400002,0.0,10.0,9.0,23.0,3.0,15.0,,2.0,7.0,,인천광역시,중구,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,3.0,7.0,1.0,,,,,1.0,,,,,,,1.0,0.0,2.0,2.0,6.0,1.0,2026-05-23 19:35:48,인하대학교의과대학부속병원,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,,,,,인천광역시,중구,,2026-05-23 19:35:48
A1400009,A1400009,인천기독병원,인천광역시 중구 답동로30번길 10 (율목동),인천광역시,중구,G007,지역응급의료기관,032-270-8000,032-270-8300,37.47122873588076,126.63208102847187,인천기독병원,032-270-8300,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,8.0,N1,38.0,N1,20260523193141,N1,Y,,4.0,N1,8.0,,,1.0,,,,,,4.0,,1.0,1.0,,1.0,,,,,,,139.0,,,Y,N1,A1400009,,,3.0,10.0,,,,,,,인천광역시,중구,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,인천기독병원,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,인천광역시,중구,,2026-05-23 19:35:48
A1400037,A1400037,인천광역시의료원백령병원,"인천광역시 옹진군 백령면 백령로 233, 인천광역시의료원 백령병원",인천광역시,옹진군,G007,지역응급의료기관,032-836-1731,032-836-1732,37.96801574541532,124.72111307252132,인천광역시의료원백령병원,032-836-1732,Y,Y,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,4.0,N1,30.0,N1,20260523193501,Y,N1,,1.0,N1,5.0,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,,,,30.0,,,Y,Y,A1400037,,,,,,,,,,,인천광역시,옹진군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,인천광역시의료원백령병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,인천광역시,옹진군,,2026-05-23 19:35:48
A1400018,A1400018,인천적십자병원,"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)",인천광역시,연수구,G007,지역응급의료기관,032-899-4000,032-899-4119,37.4185669257,126.6875335314,인천적십자병원,032-899-4119,,,,,,,1.0,,1.0,,,,Y,,Y,N1,N1,Y,7.0,N1,77.0,N1,20260523193210,N1,Y,,3.0,N1,8.0,,1.0,1.0,,,,,,3.0,,1.0,1.0,,2.0,,,,,,,104.0,,,Y,N1,A1400018,,,2.0,8.0,,,,,,,인천광역시,연수구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,인천적십자병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,인천광역시,연수구,,2026-05-23 19:35:48
A1400011,A1400011,의료법인 나사렛의료재단 나사렛국제병원,"인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",인천광역시,연수구,G006,지역응급의료센터,032-899-9999,032-899-9699,37.4079911136402,126.67046935782248,의료법인 나사렛의료재단 나사렛국제병원,032-899-9699,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,11.0,N1,65.0,N1,20260523193225,N1,Y,,5.0,N1,17.0,,1.0,2.0,,,,,,5.0,,2.0,2.0,2.0,8.0,,,2.0,,,,282.0,,,Y,N1,A1400011,0.0,,5.0,16.0,1.0,,,,,,인천광역시,연수구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인 나사렛의료재단 나사렛국제병원,Y,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,인천광역시,연수구,,2026-05-23 19:35:48
A1400008,A1400008,(의)성세의료재단 뉴성민병원,"인천광역시 서구 칠천왕로33번길 17 (석남동, 신석로 70(석남1동, 성민병원))",인천광역시,서구,G007,지역응급의료기관,032-726-1000,032-726-1190,37.5089936801167,126.669478649026,(의)성세의료재단 뉴성민병원,032-726-1190,,,,,,,,,1.0,,,,Y,,Y,N1,Y,Y,6.0,N1,135.0,N1,20260523193121,N1,Y,,6.0,N1,9.0,,,1.0,,,,,,6.0,,2.0,1.0,,1.0,,,2.0,,,,284.0,,,Y,N1,A1400008,2.0,,8.0,17.0,2.0,,,,,,인천광역시,서구,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,(의)성세의료재단 뉴성민병원,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,인천광역시,서구,,2026-05-23 19:35:48
